date,is_christian_holiday,is_jewish_holiday,is_muslim_holiday,is_chinese_holiday
2001-09-19,0,1,0,0
2001-09-27,0,1,0,0
2001-10-01,0,0,0,1
2001-10-02,0,1,0,0
2001-10-09,0,1,0,0
2001-10-25,0,0,0,1
2001-11-01,1,0,0,0
2001-11-02,1,0,0,0
2001-12-08,1,0,0,0
2001-12-15,0,0,1,0
2001-12-16,0,0,1,0
2001-12-17,0,0,1,0
2001-12-18,0,0,1,0
2001-12-22,0,0,0,1
2001-12-25,1,0,0,0
2001-12-26,1,0,0,0
2001-12-28,1,0,0,0
2002-01-01,1,0,0,0
2002-01-06,1,0,0,0
2002-01-20,0,0,0,1
2002-02-02,1,0,0,0
2002-02-04,0,0,0,1
2002-02-12,0,0,0,1
2002-02-13,1,0,0,0
2002-02-21,0,0,1,0
2002-02-22,0,0,1,0
2002-02-23,0,0,1,0
2002-02-24,0,0,1,0
2002-02-25,0,0,1,0
2002-02-26,0,0,1,1
2002-03-19,1,0,0,0
2002-03-24,1,0,0,0
2002-03-25,1,0,0,0
2002-03-28,1,1,0,0
2002-03-29,1,0,0,0
2002-03-31,1,0,0,0
2002-04-01,1,0,0,0
2002-04-03,0,1,0,0
2002-04-05,0,0,0,1
2002-04-07,1,0,0,0
2002-04-17,0,1,0,0
2002-05-09,1,0,0,0
2002-05-17,0,1,0,0
2002-05-19,1,0,0,0
2002-05-20,1,0,0,0
2002-05-26,1,0,0,0
2002-05-30,1,0,0,0
2002-06-07,1,0,0,0
2002-06-15,0,0,0,1
2002-06-24,1,0,0,0
2002-06-29,1,0,0,0
2002-08-06,1,0,0,0
2002-08-15,1,0,0,1
2002-08-23,0,0,0,1
2002-09-07,0,1,0,0
2002-09-08,1,1,0,0
2002-09-14,1,0,0,0
2002-09-16,0,1,0,0
2002-09-21,0,1,0,1
2002-09-28,0,1,0,0
2002-10-14,0,0,0,1
2002-11-01,1,0,0,0
2002-11-02,1,0,0,0
2002-12-05,0,0,1,0
2002-12-06,0,0,1,0
2002-12-07,0,0,1,0
2002-12-08,1,0,1,0
2002-12-09,0,0,1,0
2002-12-10,0,0,1,0
2002-12-22,0,0,0,1
2002-12-25,1,0,0,0
2002-12-26,1,0,0,0
2002-12-28,1,0,0,0
2003-01-01,1,0,0,0
2003-01-06,1,0,0,0
2003-01-10,0,0,0,1
2003-01-25,0,0,0,1
2003-02-01,0,0,0,1
2003-02-02,1,0,0,0
2003-02-10,0,0,1,0
2003-02-11,0,0,1,0
2003-02-12,0,0,1,0
2003-02-13,0,0,1,0
2003-02-15,0,0,1,1
2003-03-05,1,0,0,0
2003-03-19,1,0,0,0
2003-03-25,1,0,0,0
2003-04-05,0,0,0,1
2003-04-13,1,0,0,0
2003-04-17,1,1,0,0
2003-04-18,1,0,0,0
2003-04-20,1,0,0,0
2003-04-21,1,0,0,0
2003-04-23,0,1,0,0
2003-04-27,1,0,0,0
2003-05-07,0,1,0,0
2003-05-29,1,0,0,0
2003-06-04,0,0,0,1
2003-06-06,0,1,0,0
2003-06-08,1,0,0,0
2003-06-09,1,0,0,0
2003-06-15,1,0,0,0
2003-06-19,1,0,0,0
2003-06-24,1,0,0,0
2003-06-27,1,0,0,0
2003-06-29,1,0,0,0
2003-08-04,0,0,0,1
2003-08-06,1,0,0,0
2003-08-12,0,0,0,1
2003-08-15,1,0,0,0
2003-09-08,1,0,0,0
2003-09-11,0,0,0,1
2003-09-14,1,0,0,0
2003-09-27,0,1,0,0
2003-09-28,0,1,0,0
2003-10-04,0,0,0,1
2003-10-06,0,1,0,0
2003-10-11,0,1,0,0
2003-10-18,0,1,0,0
2003-11-01,1,0,0,0
2003-11-02,1,0,0,0
2003-11-24,0,0,1,0
2003-11-25,0,0,1,0
2003-11-26,0,0,1,0
2003-11-27,0,0,1,0
2003-11-29,0,0,1,0
2003-12-08,1,0,0,0
2003-12-22,0,0,0,1
2003-12-25,1,0,0,0
2003-12-26,1,0,0,0
2003-12-28,1,0,0,0
2003-12-30,0,0,0,1
2004-01-01,1,0,0,0
2004-01-06,1,0,0,0
2004-01-14,0,0,0,1
2004-01-22,0,0,0,1
2004-01-31,0,0,1,0
2004-02-01,0,0,1,0
2004-02-02,1,0,1,0
2004-02-03,0,0,1,0
2004-02-05,0,0,0,1
2004-02-25,1,0,0,0
2004-03-19,1,0,0,0
2004-03-25,1,0,0,0
2004-04-04,1,0,0,1
2004-04-06,0,1,0,0
2004-04-08,1,0,0,0
2004-04-09,1,0,0,0
2004-04-11,1,0,0,0
2004-04-12,1,1,0,0
2004-04-18,1,0,0,0
2004-04-27,0,1,0,0
2004-05-20,1,0,0,0
2004-05-26,0,1,0,0
2004-05-30,1,0,0,0
2004-05-31,1,0,0,0
2004-06-06,1,0,0,0
2004-06-10,1,0,0,0
2004-06-18,1,0,0,0
2004-06-22,0,0,0,1
2004-06-24,1,0,0,0
2004-06-29,1,0,0,0
2004-08-06,1,0,0,0
2004-08-15,1,0,0,0
2004-08-22,0,0,0,1
2004-08-30,0,0,0,1
2004-09-08,1,0,0,0
2004-09-14,1,0,0,0
2004-09-16,0,1,0,0
2004-09-17,0,1,0,0
2004-09-25,0,1,0,0
2004-09-28,0,0,0,1
2004-09-30,0,1,0,0
2004-10-07,0,1,0,0
2004-10-22,0,0,0,1
2004-11-01,1,0,0,0
2004-11-02,1,0,0,0
2004-11-13,0,0,1,0
2004-11-14,0,0,1,0
2004-11-15,0,0,1,0
2004-11-16,0,0,1,0
2004-12-08,1,0,0,0
2004-12-21,0,0,0,1
2004-12-25,1,0,0,0
2004-12-26,1,0,0,0
2004-12-28,1,0,0,0
2005-01-01,1,0,0,0
2005-01-06,1,0,0,0
2005-01-17,0,0,0,1
2005-01-20,0,0,1,0
2005-01-21,0,0,1,0
2005-01-22,0,0,1,0
2005-01-23,0,0,1,0
2005-01-24,0,0,1,0
2005-01-25,0,0,1,0
2005-02-01,0,0,0,1
2005-02-02,1,0,0,0
2005-02-09,1,0,0,1
2005-02-23,0,0,0,1
2005-03-19,1,0,0,0
2005-03-20,1,0,0,0
2005-03-24,1,0,0,0
2005-03-25,1,0,0,0
2005-03-27,1,0,0,0
2005-03-28,1,0,0,0
2005-04-03,1,0,0,0
2005-04-05,0,0,0,1
2005-04-24,0,1,0,0
2005-04-30,0,1,0,0
2005-05-05,1,0,0,0
2005-05-12,0,1,0,0
2005-05-15,1,0,0,0
2005-05-16,1,0,0,0
2005-05-22,1,0,0,0
2005-05-26,1,0,0,0
2005-06-03,1,0,0,0
2005-06-11,0,0,0,1
2005-06-13,0,1,0,0
2005-06-24,1,0,0,0
2005-06-29,1,0,0,0
2005-08-06,1,0,0,0
2005-08-11,0,0,0,1
2005-08-15,1,0,0,0
2005-08-19,0,0,0,1
2005-09-08,1,0,0,0
2005-09-14,1,0,0,0
2005-09-18,0,0,0,1
2005-09-23,0,0,1,0
2005-09-24,0,0,1,0
2005-10-04,0,1,0,0
2005-10-05,0,1,0,0
2005-10-11,0,0,0,1
2005-10-13,0,1,0,0
2005-10-18,0,1,0,0
2005-10-25,0,1,0,0
2005-11-01,1,0,0,0
2005-11-02,1,0,1,0
2005-11-03,0,0,1,0
2005-11-04,0,0,1,0
2005-11-05,0,0,1,0
2005-11-06,0,0,1,0
2005-11-07,0,0,1,0
2005-12-08,1,0,0,0
2005-12-22,0,0,0,1
2005-12-25,1,0,0,0
2005-12-26,1,0,0,0
2005-12-28,1,0,0,0
2006-01-01,1,0,0,0
2006-01-06,1,0,0,0
2006-01-07,0,0,0,1
2006-01-09,0,0,1,0
2006-01-10,0,0,1,0
2006-01-11,0,0,1,0
2006-01-12,0,0,1,0
2006-01-14,0,0,1,0
2006-01-22,0,0,0,1
2006-01-29,0,0,0,1
2006-02-02,1,0,0,0
2006-02-12,0,0,0,1
2006-03-01,1,0,0,0
2006-03-19,1,0,0,0
2006-03-25,1,0,0,0
2006-04-05,0,0,0,1
2006-04-09,1,0,0,0
2006-04-13,1,1,0,0
2006-04-14,1,0,0,0
2006-04-16,1,0,0,0
2006-04-17,1,0,0,0
2006-04-19,0,1,0,0
2006-04-23,1,0,0,0
2006-05-03,0,1,0,0
2006-05-25,1,0,0,0
2006-05-31,0,0,0,1
2006-06-02,0,1,0,0
2006-06-04,1,0,0,0
2006-06-05,1,0,0,0
2006-06-11,1,0,0,0
2006-06-15,1,0,0,0
2006-06-23,1,0,0,0
2006-06-24,1,0,0,0
2006-06-29,1,0,0,0
2006-07-31,0,0,0,1
2006-08-06,1,0,0,0
2006-08-08,0,0,0,1
2006-08-15,1,0,0,0
2006-09-08,1,0,0,0
2006-09-14,1,0,0,0
2006-09-23,0,1,1,0
2006-09-24,0,1,0,0
2006-10-02,0,1,0,0
2006-10-06,0,0,0,1
2006-10-07,0,1,0,0
2006-10-14,0,1,0,0
2006-10-23,0,0,1,0
2006-10-24,0,0,1,0
2006-10-25,0,0,1,0
2006-10-26,0,0,1,0
2006-10-28,0,0,1,0
2006-10-30,0,0,0,1
2006-11-01,1,0,0,0
2006-11-02,1,0,0,0
2006-12-08,1,0,0,0
2006-12-22,0,0,0,1
2006-12-25,1,0,0,0
2006-12-26,1,0,0,0
2006-12-28,1,0,0,0
2006-12-30,0,0,1,0
2006-12-31,0,0,1,0
2007-01-01,1,0,1,0
2007-01-02,0,0,1,0
2007-01-06,1,0,0,0
2007-01-26,0,0,0,1
2007-02-02,1,0,0,0
2007-02-10,0,0,0,1
2007-02-18,0,0,0,1
2007-02-21,1,0,0,0
2007-03-04,0,0,0,1
2007-03-19,1,0,0,0
2007-03-25,1,0,0,0
2007-04-01,1,0,0,0
2007-04-03,0,1,0,0
2007-04-05,1,0,0,1
2007-04-06,1,0,0,0
2007-04-08,1,0,0,0
2007-04-09,1,1,0,0
2007-04-15,1,0,0,0
2007-04-24,0,1,0,0
2007-05-17,1,0,0,0
2007-05-23,0,1,0,0
2007-05-27,1,0,0,0
2007-05-28,1,0,0,0
2007-06-03,1,0,0,0
2007-06-07,1,0,0,0
2007-06-15,1,0,0,0
2007-06-19,0,0,0,1
2007-06-24,1,0,0,0
2007-06-29,1,0,0,0
2007-08-06,1,0,0,0
2007-08-15,1,0,0,0
2007-08-19,0,0,0,1
2007-08-27,0,0,0,1
2007-09-08,1,0,0,0
2007-09-13,0,1,0,0
2007-09-14,1,1,0,0
2007-09-22,0,1,0,0
2007-09-23,0,0,1,0
2007-09-25,0,0,0,1
2007-09-27,0,1,0,0
2007-10-04,0,1,0,0
2007-10-12,0,0,1,0
2007-10-13,0,0,1,0
2007-10-14,0,0,1,0
2007-10-15,0,0,1,0
2007-10-16,0,0,1,0
2007-10-19,0,0,0,1
2007-11-01,1,0,0,0
2007-11-02,1,0,0,0
2007-12-08,1,0,0,0
2007-12-19,0,0,1,0
2007-12-20,0,0,1,0
2007-12-21,0,0,1,0
2007-12-22,0,0,1,1
2007-12-23,0,0,1,0
2007-12-24,0,0,1,0
2007-12-25,1,0,0,0
2007-12-26,1,0,0,0
2007-12-28,1,0,0,0
2008-01-01,1,0,0,0
2008-01-06,1,0,0,0
2008-01-15,0,0,0,1
2008-01-30,0,0,0,1
2008-02-02,1,0,0,0
2008-02-06,1,0,0,0
2008-02-07,0,0,0,1
2008-02-21,0,0,0,1
2008-03-16,1,0,0,0
2008-03-19,1,0,0,0
2008-03-20,1,0,0,0
2008-03-21,1,0,0,0
2008-03-23,1,0,0,0
2008-03-24,1,0,0,0
2008-03-25,1,0,0,0
2008-03-30,1,0,0,0
2008-04-04,0,0,0,1
2008-04-20,0,1,0,0
2008-04-26,0,1,0,0
2008-05-01,1,0,0,0
2008-05-08,0,1,0,0
2008-05-11,1,0,0,0
2008-05-12,1,0,0,0
2008-05-18,1,0,0,0
2008-05-22,1,0,0,0
2008-05-30,1,0,0,0
2008-06-08,0,0,0,1
2008-06-09,0,1,0,0
2008-06-24,1,0,0,0
2008-06-29,1,0,0,0
2008-08-06,1,0,0,0
2008-08-07,0,0,0,1
2008-08-15,1,0,0,1
2008-09-08,1,0,0,0
2008-09-14,1,0,0,1
2008-09-23,0,0,1,0
2008-09-30,0,1,1,0
2008-10-01,0,1,1,0
2008-10-02,0,0,1,0
2008-10-03,0,0,1,0
2008-10-04,0,0,1,0
2008-10-05,0,0,1,0
2008-10-07,0,0,0,1
2008-10-09,0,1,0,0
2008-10-14,0,1,0,0
2008-10-21,0,1,0,0
2008-11-01,1,0,0,0
2008-11-02,1,0,0,0
2008-12-07,0,0,1,0
2008-12-08,1,0,1,0
2008-12-09,0,0,1,0
2008-12-10,0,0,1,0
2008-12-21,0,0,0,1
2008-12-25,1,0,0,0
2008-12-26,1,0,0,0
2008-12-28,1,0,0,0
2009-01-01,1,0,0,0
2009-01-03,0,0,0,1
2009-01-06,1,0,0,0
2009-01-18,0,0,0,1
2009-01-26,0,0,0,1
2009-02-02,1,0,0,0
2009-02-09,0,0,0,1
2009-02-25,1,0,0,0
2009-03-19,1,0,0,0
2009-03-25,1,0,0,0
2009-04-04,0,0,0,1
2009-04-05,1,0,0,0
2009-04-09,1,1,0,0
2009-04-10,1,0,0,0
2009-04-12,1,0,0,0
2009-04-13,1,0,0,0
2009-04-15,0,1,0,0
2009-04-19,1,0,0,0
2009-04-29,0,1,0,0
2009-05-21,1,0,0,0
2009-05-28,0,0,0,1
2009-05-29,0,1,0,0
2009-05-31,1,0,0,0
2009-06-01,1,0,0,0
2009-06-07,1,0,0,0
2009-06-11,1,0,0,0
2009-06-19,1,0,0,0
2009-06-24,1,0,0,0
2009-06-29,1,0,0,0
2009-08-06,1,0,0,0
2009-08-15,1,0,0,0
2009-08-26,0,0,0,1
2009-09-03,0,0,0,1
2009-09-08,1,0,0,0
2009-09-14,1,0,0,0
2009-09-19,0,1,0,0
2009-09-20,0,1,1,0
2009-09-21,0,0,1,0
2009-09-22,0,0,1,0
2009-09-23,0,0,1,0
2009-09-28,0,1,0,0
2009-10-03,0,1,0,1
2009-10-10,0,1,0,0
2009-10-26,0,0,0,1
2009-11-01,1,0,0,0
2009-11-02,1,0,0,0
2009-11-26,0,0,1,0
2009-11-27,0,0,1,0
2009-11-28,0,0,1,0
2009-11-29,0,0,1,0
2009-11-30,0,0,1,0
2009-12-01,0,0,1,0
2009-12-08,1,0,0,0
2009-12-22,0,0,0,1
2009-12-25,1,0,0,0
2009-12-26,1,0,0,0
2009-12-28,1,0,0,0
2010-01-01,1,0,0,0
2010-01-06,1,0,0,0
2010-01-22,0,0,0,1
2010-02-02,1,0,0,0
2010-02-06,0,0,0,1
2010-02-14,0,0,0,1
2010-02-17,1,0,0,0
2010-02-28,0,0,0,1
2010-03-19,1,0,0,0
2010-03-25,1,0,0,0
2010-03-28,1,0,0,0
2010-03-30,0,1,0,0
2010-04-01,1,0,0,0
2010-04-02,1,0,0,0
2010-04-04,1,0,0,0
2010-04-05,1,1,0,1
2010-04-11,1,0,0,0
2010-04-20,0,1,0,0
2010-05-13,1,0,0,0
2010-05-19,0,1,0,0
2010-05-23,1,0,0,0
2010-05-24,1,0,0,0
2010-05-30,1,0,0,0
2010-06-03,1,0,0,0
2010-06-11,1,0,0,0
2010-06-16,0,0,0,1
2010-06-24,1,0,0,0
2010-06-29,1,0,0,0
2010-08-06,1,0,0,0
2010-08-15,1,0,0,0
2010-08-16,0,0,0,1
2010-08-24,0,0,0,1
2010-09-08,1,0,0,0
2010-09-09,0,1,1,0
2010-09-10,0,1,1,0
2010-09-11,0,0,1,0
2010-09-12,0,0,1,0
2010-09-13,0,0,1,0
2010-09-14,1,0,1,0
2010-09-18,0,1,0,0
2010-09-22,0,0,1,1
2010-09-23,0,1,1,0
2010-09-30,0,1,0,0
2010-10-16,0,0,0,1
2010-11-01,1,0,0,0
2010-11-02,1,0,0,0
2010-11-15,0,0,1,0
2010-11-16,0,0,1,0
2010-11-17,0,0,1,0
2010-11-18,0,0,1,0
2010-11-20,0,0,1,0
2010-12-08,1,0,0,0
2010-12-22,0,0,0,1
2010-12-25,1,0,0,0
2010-12-26,1,0,0,0
2010-12-28,1,0,0,0
2011-01-01,1,0,0,0
2011-01-06,1,0,0,0
2011-01-11,0,0,0,1
2011-01-26,0,0,0,1
2011-02-02,1,0,0,0
2011-02-03,0,0,0,1
2011-02-17,0,0,0,1
2011-03-09,1,0,0,0
2011-03-19,1,0,0,0
2011-03-25,1,0,0,0
2011-04-05,0,0,0,1
2011-04-17,1,0,0,0
2011-04-19,0,1,0,0
2011-04-21,1,0,0,0
2011-04-22,1,0,0,0
2011-04-24,1,0,0,0
2011-04-25,1,1,0,0
2011-05-01,1,0,0,0
2011-05-10,0,1,0,0
2011-06-02,1,0,0,0
2011-06-06,0,0,0,1
2011-06-08,0,1,0,0
2011-06-12,1,0,0,0
2011-06-13,1,0,0,0
2011-06-19,1,0,0,0
2011-06-23,1,0,0,0
2011-06-24,1,0,0,0
2011-06-29,1,0,0,0
2011-07-01,1,0,0,0
2011-08-06,1,0,0,1
2011-08-14,0,0,0,1
2011-08-15,1,0,0,0
2011-08-30,0,0,1,0
2011-08-31,0,0,1,0
2011-09-01,0,0,1,0
2011-09-02,0,0,1,0
2011-09-03,0,0,1,0
2011-09-04,0,0,1,0
2011-09-08,1,0,0,0
2011-09-12,0,0,0,1
2011-09-14,1,0,0,0
2011-09-23,0,0,1,0
2011-09-24,0,0,1,0
2011-09-29,0,1,0,0
2011-09-30,0,1,0,0
2011-10-05,0,0,0,1
2011-10-08,0,1,0,0
2011-10-13,0,1,0,0
2011-10-20,0,1,0,0
2011-11-01,1,0,0,0
2011-11-02,1,0,0,0
2011-11-05,0,0,1,0
2011-11-06,0,0,1,0
2011-11-07,0,0,1,0
2011-11-08,0,0,1,0
2011-12-08,1,0,0,0
2011-12-22,0,0,0,1
2011-12-25,1,0,0,0
2011-12-26,1,0,0,0
2011-12-28,1,0,0,0
2012-01-01,1,0,0,1
2012-01-06,1,0,0,0
2012-01-16,0,0,0,1
2012-01-23,0,0,0,1
2012-02-02,1,0,0,0
2012-02-06,0,0,0,1
2012-02-22,1,0,0,0
2012-03-19,1,0,0,0
2012-03-25,1,0,0,0
2012-04-01,1,0,0,0
2012-04-04,0,0,0,1
2012-04-05,1,0,0,0
2012-04-06,1,0,0,0
2012-04-07,0,1,0,0
2012-04-08,1,0,0,0
2012-04-09,1,0,0,0
2012-04-13,0,1,0,0
2012-04-15,1,0,0,0
2012-04-26,0,1,0,0
2012-05-17,1,0,0,0
2012-05-27,1,1,0,0
2012-05-28,1,0,0,0
2012-06-03,1,0,0,0
2012-06-07,1,0,0,0
2012-06-15,1,0,0,0
2012-06-23,0,0,0,1
2012-06-24,1,0,0,0
2012-06-29,1,0,0,0
2012-08-06,1,0,0,0
2012-08-15,1,0,0,0
2012-08-18,0,0,1,0
2012-08-19,0,0,1,0
2012-08-20,0,0,1,0
2012-08-21,0,0,1,0
2012-08-23,0,0,0,1
2012-08-31,0,0,0,1
2012-09-08,1,0,0,0
2012-09-14,1,0,0,0
2012-09-17,0,1,0,0
2012-09-18,0,1,0,0
2012-09-23,0,0,1,0
2012-09-26,0,1,0,0
2012-09-30,0,0,0,1
2012-10-01,0,1,0,0
2012-10-08,0,1,0,0
2012-10-23,0,0,0,1
2012-10-25,0,0,1,0
2012-10-26,0,0,1,0
2012-10-27,0,0,1,0
2012-10-28,0,0,1,0
2012-10-29,0,0,1,0
2012-10-30,0,0,1,0
2012-11-01,1,0,0,0
2012-11-02,1,0,0,0
2012-12-08,1,0,0,0
2012-12-21,0,0,0,1
2012-12-25,1,0,0,0
2012-12-26,1,0,0,0
2012-12-28,1,0,0,0
2013-01-01,1,0,0,0
2013-01-06,1,0,0,0
2013-01-19,0,0,0,1
2013-02-02,1,0,0,0
2013-02-03,0,0,0,1
2013-02-10,0,0,0,1
2013-02-13,1,0,0,0
2013-02-24,0,0,0,1
2013-03-19,1,0,0,0
2013-03-24,1,0,0,0
2013-03-25,1,0,0,0
2013-03-26,0,1,0,0
2013-03-28,1,0,0,0
2013-03-29,1,0,0,0
2013-03-31,1,0,0,0
2013-04-01,1,1,0,0
2013-04-04,0,0,0,1
2013-04-07,1,0,0,0
2013-04-16,0,1,0,0
2013-05-09,1,0,0,0
2013-05-15,0,1,0,0
2013-05-19,1,0,0,0
2013-05-20,1,0,0,0
2013-05-26,1,0,0,0
2013-05-30,1,0,0,0
2013-06-07,1,0,0,0
2013-06-12,0,0,0,1
2013-06-24,1,0,0,0
2013-06-29,1,0,0,0
2013-08-06,1,0,0,0
2013-08-07,0,0,1,0
2013-08-08,0,0,1,0
2013-08-09,0,0,1,0
2013-08-10,0,0,1,0
2013-08-11,0,0,1,0
2013-08-12,0,0,1,0
2013-08-13,0,0,0,1
2013-08-15,1,0,0,0
2013-08-21,0,0,0,1
2013-09-05,0,1,0,0
2013-09-06,0,1,0,0
2013-09-08,1,0,0,0
2013-09-14,1,1,0,0
2013-09-19,0,1,0,1
2013-09-23,0,0,1,0
2013-09-26,0,1,0,0
2013-10-13,0,0,0,1
2013-10-14,0,0,1,0
2013-10-15,0,0,1,0
2013-10-16,0,0,1,0
2013-10-17,0,0,1,0
2013-11-01,1,0,0,0
2013-11-02,1,0,0,0
2013-12-08,1,0,0,0
2013-12-22,0,0,0,1
2013-12-25,1,0,0,0
2013-12-26,1,0,0,0
2013-12-28,1,0,0,0
2014-01-01,1,0,0,0
2014-01-06,1,0,0,0
2014-01-08,0,0,0,1
2014-01-23,0,0,0,1
2014-01-31,0,0,0,1
2014-02-02,1,0,0,0
2014-02-14,0,0,0,1
2014-03-05,1,0,0,0
2014-03-19,1,0,0,0
2014-03-25,1,0,0,0
2014-04-05,0,0,0,1
2014-04-13,1,0,0,0
2014-04-15,0,1,0,0
2014-04-17,1,0,0,0
2014-04-18,1,0,0,0
2014-04-20,1,0,0,0
2014-04-21,1,1,0,0
2014-04-27,1,0,0,0
2014-05-06,0,1,0,0
2014-05-29,1,0,0,0
2014-06-02,0,0,0,1
2014-06-04,0,1,0,0
2014-06-08,1,0,0,0
2014-06-09,1,0,0,0
2014-06-15,1,0,0,0
2014-06-19,1,0,0,0
2014-06-24,1,0,0,0
2014-06-27,1,0,0,0
2014-06-29,1,0,0,0
2014-07-27,0,0,1,0
2014-07-28,0,0,1,0
2014-07-29,0,0,1,0
2014-07-30,0,0,1,0
2014-08-02,0,0,0,1
2014-08-06,1,0,0,0
2014-08-10,0,0,0,1
2014-08-15,1,0,0,0
2014-09-08,1,0,0,1
2014-09-14,1,0,0,0
2014-09-23,0,0,1,0
2014-09-25,0,1,0,0
2014-09-26,0,1,0,0
2014-10-02,0,0,0,1
2014-10-03,0,0,1,0
2014-10-04,0,1,1,0
2014-10-05,0,0,1,0
2014-10-06,0,0,1,0
2014-10-07,0,0,1,0
2014-10-08,0,0,1,0
2014-10-09,0,1,0,0
2014-10-16,0,1,0,0
2014-11-01,1,0,0,0
2014-11-02,1,0,0,0
2014-12-08,1,0,0,0
2014-12-22,0,0,0,1
2014-12-25,1,0,0,0
2014-12-26,1,0,0,0
2014-12-28,1,0,0,0
2015-01-01,1,0,0,0
2015-01-06,1,0,0,0
2015-01-27,0,0,0,1
2015-02-02,1,0,0,0
2015-02-11,0,0,0,1
2015-02-18,1,0,0,0
2015-02-19,0,0,0,1
2015-03-05,0,0,0,1
2015-03-19,1,0,0,0
2015-03-25,1,0,0,0
2015-03-29,1,0,0,0
2015-04-02,1,0,0,0
2015-04-03,1,0,0,0
2015-04-04,0,1,0,0
2015-04-05,1,0,0,1
2015-04-06,1,0,0,0
2015-04-10,0,1,0,0
2015-04-12,1,0,0,0
2015-04-23,0,1,0,0
2015-05-14,1,0,0,0
2015-05-24,1,1,0,0
2015-05-25,1,0,0,0
2015-05-31,1,0,0,0
2015-06-04,1,0,0,0
2015-06-12,1,0,0,0
2015-06-20,0,0,0,1
2015-06-24,1,0,0,0
2015-06-29,1,0,0,0
2015-07-17,0,0,1,0
2015-07-18,0,0,1,0
2015-07-19,0,0,1,0
2015-07-20,0,0,1,0
2015-07-21,0,0,1,0
2015-07-22,0,0,1,0
2015-08-06,1,0,0,0
2015-08-15,1,0,0,0
2015-08-20,0,0,0,1
2015-08-28,0,0,0,1
2015-09-08,1,0,0,0
2015-09-14,1,1,0,0
2015-09-15,0,1,0,0
2015-09-23,0,1,1,0
2015-09-24,0,0,1,0
2015-09-25,0,0,1,0
2015-09-26,0,0,1,0
2015-09-27,0,0,1,1
2015-09-28,0,1,1,0
2015-10-05,0,1,0,0
2015-10-21,0,0,0,1
2015-11-01,1,0,0,0
2015-11-02,1,0,0,0
2015-12-08,1,0,0,0
2015-12-22,0,0,0,1
2015-12-25,1,0,0,0
2015-12-26,1,0,0,0
2015-12-28,1,0,0,0
2016-01-01,1,0,0,0
2016-01-06,1,0,0,0
2016-01-17,0,0,0,1
2016-02-01,0,0,0,1
2016-02-02,1,0,0,0
2016-02-08,0,0,0,1
2016-02-10,1,0,0,0
2016-02-22,0,0,0,1
2016-03-19,1,0,0,0
2016-03-20,1,0,0,0
2016-03-24,1,0,0,0
2016-03-25,1,0,0,0
2016-03-27,1,0,0,0
2016-03-28,1,0,0,0
2016-04-03,1,0,0,0
2016-04-04,0,0,0,1
2016-04-23,0,1,0,0
2016-04-29,0,1,0,0
2016-05-05,1,0,0,0
2016-05-12,0,1,0,0
2016-05-15,1,0,0,0
2016-05-16,1,0,0,0
2016-05-22,1,0,0,0
2016-05-26,1,0,0,0
2016-06-03,1,0,0,0
2016-06-09,0,0,0,1
2016-06-12,0,1,0,0
2016-06-24,1,0,0,0
2016-06-29,1,0,0,0
2016-07-05,0,0,1,0
2016-07-06,0,0,1,0
2016-07-07,0,0,1,0
2016-07-08,0,0,1,0
2016-07-10,0,0,1,0
2016-08-06,1,0,0,0
2016-08-09,0,0,0,1
2016-08-15,1,0,0,0
2016-08-17,0,0,0,1
2016-09-08,1,0,0,0
2016-09-10,0,0,1,0
2016-09-11,0,0,1,0
2016-09-12,0,0,1,0
2016-09-13,0,0,1,0
2016-09-14,1,0,1,0
2016-09-15,0,0,0,1
2016-09-22,0,0,1,0
2016-09-23,0,0,1,0
2016-10-03,0,1,0,0
2016-10-04,0,1,0,0
2016-10-09,0,0,0,1
2016-10-12,0,1,0,0
2016-10-17,0,1,0,0
2016-10-24,0,1,0,0
2016-11-01,1,0,0,0
2016-11-02,1,0,0,0
2016-12-08,1,0,0,0
2016-12-21,0,0,0,1
2016-12-25,1,0,0,0
2016-12-26,1,0,0,0
2016-12-28,1,0,0,0
2017-01-01,1,0,0,0
2017-01-05,0,0,0,1
2017-01-06,1,0,0,0
2017-01-20,0,0,0,1
2017-01-28,0,0,0,1
2017-02-02,1,0,0,0
2017-02-11,0,0,0,1
2017-03-01,1,0,0,0
2017-03-19,1,0,0,0
2017-03-25,1,0,0,0
2017-04-04,0,0,0,1
2017-04-09,1,0,0,0
2017-04-11,0,1,0,0
2017-04-13,1,0,0,0
2017-04-14,1,0,0,0
2017-04-16,1,0,0,0
2017-04-17,1,1,0,0
2017-04-23,1,0,0,0
2017-05-02,0,1,0,0
2017-05-25,1,0,0,0
2017-05-30,0,0,0,1
2017-05-31,0,1,0,0
2017-06-04,1,0,0,0
2017-06-05,1,0,0,0
2017-06-11,1,0,0,0
2017-06-15,1,0,0,0
2017-06-23,1,0,0,0
2017-06-24,1,0,0,0
2017-06-25,0,0,1,0
2017-06-26,0,0,1,0
2017-06-27,0,0,1,0
2017-06-28,0,0,1,0
2017-06-29,1,0,0,0
2017-08-06,1,0,0,0
2017-08-15,1,0,0,0
2017-08-28,0,0,0,1
2017-08-31,0,0,1,0
2017-09-01,0,0,1,0
2017-09-02,0,0,1,0
2017-09-03,0,0,1,0
2017-09-04,0,0,1,0
2017-09-05,0,0,1,1
2017-09-08,1,0,0,0
